CustomerID,Recency,Frequency,Monetary,TotalQuantity,AverageOrderValue,UniqueProducts,UniqueCategories,ReturnRate,CancellationRate,AverageDiscount,AverageOrderFrequency,first_order_date,last_order_date,ActiveDays,customer_segment,ExpectedPurchaseCycle,OverdueRatio,ChurnRiskScore,CustomerLoyaltyIndex,RetentionPriority
CUST035294,700,1,682.07,2,682.07,1,1,0.0,0.0,0.0,1.0,2023-01-29,2023-01-29,1,0,90.0,7.78,1.0,17.19,Reactivation Offer
CUST035295,248,3,2795.6,11,931.8666666666668,3,3,0.0,0.0,0.0833333333333333,0.0036188178528347,2022-01-18,2024-04-25,829,1,365.0,0.68,0.6795,70.56,Re-engagement Push
CUST035296,779,3,3141.99,11,1047.33,3,3,0.0,0.0,0.0333333333333333,0.0030581039755351,2020-03-06,2022-11-11,981,1,365.0,2.13,1.0,74.6,Re-engagement Push
CUST035297,5,3,4377.24,10,1459.08,3,3,0.0,0.0,0.0,0.0035502958579881,2022-09-02,2024-12-24,845,2,365.0,0.01,0.0137,78.27,VIP Loyalty Care
CUST035298,665,3,2440.69,10,813.5633333333334,3,3,0.0,0.0,0.1166666666666666,0.0031185031185031,2020-07-17,2023-03-05,962,1,365.0,1.82,1.0,69.27,Re-engagement Push
CUST035299,842,3,4096.23,12,1365.41,3,3,0.0,0.0,0.1166666666666666,0.0034642032332563,2020-04-27,2022-09-09,866,2,365.0,2.31,1.0,77.59,VIP Winback Alert
CUST035300,1688,1,229.95,4,229.95,1,1,1.0,0.0,0.05,1.0,2020-05-16,2020-05-16,1,0,90.0,18.76,1.0,11.58,Reactivation Offer
CUST035301,1078,1,1109.38,3,1109.38,1,1,0.0,0.0,0.05,1.0,2022-01-16,2022-01-16,1,0,90.0,11.98,1.0,22.08,Reactivation Offer
CUST035302,1776,1,312.41,3,312.41,1,1,1.0,0.0,0.0,1.0,2020-02-18,2020-02-18,1,0,90.0,19.73,1.0,12.52,Reactivation Offer
CUST035304,265,3,2854.74,7,951.58,3,2,0.0,0.0,0.0499999999999999,0.0039840637450199,2022-03-18,2024-04-08,753,1,365.0,0.73,0.726,70.16,Re-engagement Push
CUST035305,68,2,609.5600000000001,8,304.78000000000003,2,2,0.0,0.0,0.0,0.0033277870216306,2023-03-02,2024-10-22,601,1,365.0,0.19,0.1863,37.12,Cross-sell Campaign
CUST035306,489,4,4047.68,9,1011.92,4,3,0.0,0.0,0.025,0.0043525571273122,2021-02-21,2023-08-28,919,2,306.3,1.6,1.0,83.56,VIP Winback Alert
CUST035307,173,3,1745.63,7,581.8766666666667,2,3,0.0,0.0,0.0333333333333333,0.0023076923076923,2020-12-18,2024-07-09,1300,1,365.0,0.47,0.474,66.66,Cross-sell Campaign
CUST035308,24,4,2798.73,6,699.6825,4,3,0.0,0.25,0.025,0.0036866359447004,2021-12-17,2024-12-05,1085,2,361.7,0.07,0.0658,79.03,VIP Loyalty Care
CUST035310,48,1,874.95,2,874.95,1,1,0.0,1.0,0.0,1.0,2024-11-11,2024-11-11,1,3,90.0,0.53,0.1315,19.38,Friction Resolution
CUST035311,203,2,3870.87,10,1935.435,2,1,0.0,0.0,0.125,0.0024183796856106,2022-03-06,2024-06-09,827,1,365.0,0.56,0.5562,67.24,Cross-sell Campaign
CUST035312,1152,3,2679.3,5,893.0999999999999,3,2,0.0,0.3333333333333333,0.0166666666666666,0.0112359550561797,2021-02-10,2021-11-03,267,3,133.5,8.63,1.0,63.67,Friction Resolution
CUST035315,855,2,1065.4299999999998,5,532.7149999999999,2,2,0.0,0.0,0.15,0.0025773195876288,2020-07-13,2022-08-27,776,1,365.0,2.34,1.0,44.37,Re-engagement Push
CUST035317,681,1,72.61,2,72.61,1,1,0.0,0.0,0.15,1.0,2023-02-17,2023-02-17,1,0,90.0,7.57,1.0,9.94,Reactivation Offer
CUST035318,636,1,2109.8,5,2109.8,1,1,0.0,0.0,0.2,1.0,2023-04-03,2023-04-03,1,0,90.0,7.07,1.0,32.34,Reactivation Offer
CUST035319,1432,2,3619.45,6,1809.725,2,2,0.0,0.0,0.0,0.0093457943925233,2020-06-28,2021-01-27,214,0,214.0,6.69,1.0,59.65,Reactivation Offer
CUST035320,6,4,2831.2699999999995,11,707.8174999999999,4,4,0.0,0.0,0.025,0.0028268551236749,2021-02-08,2024-12-23,1415,2,365.0,0.02,0.0164,82.79,VIP Loyalty Care
CUST035321,25,2,752.01,3,376.005,2,2,0.0,0.0,0.025,0.001372683596431,2020-12-09,2024-12-04,1457,1,365.0,0.07,0.0685,48.21,Cross-sell Campaign
CUST035322,219,2,1860.94,7,930.47,2,2,0.0,0.0,0.025,0.0030165912518853,2022-08-01,2024-05-24,663,1,365.0,0.6,0.6,51.49,Re-engagement Push
CUST035323,796,3,4077.87,8,1359.29,3,3,0.3333333333333333,0.0,0.0333333333333333,0.0229007633587786,2022-06-17,2022-10-25,131,1,65.5,12.15,1.0,69.73,Re-engagement Push
CUST035324,520,2,732.5899999999999,9,366.295,2,2,0.0,0.0,0.0,0.0217391304347826,2023-04-28,2023-07-28,92,1,92.0,5.65,1.0,33.43,Re-engagement Push
CUST035325,250,8,9143.05,22,1142.88125,8,4,0.0,0.125,0.08125,0.0058479532163742,2020-07-26,2024-04-23,1368,2,195.4,1.28,0.6849,97.32,VIP Winback Alert
CUST035328,446,4,2602.46,9,650.615,4,3,0.0,0.0,0.05,0.003683241252302,2020-10-20,2023-10-10,1086,2,362.0,1.23,1.0,77.59,VIP Winback Alert
CUST035329,511,2,2267.4,8,1133.7,2,2,0.0,0.0,0.075,0.0015847860538827,2020-02-22,2023-08-06,1262,1,365.0,1.4,1.0,62.11,Re-engagement Push
CUST035330,115,4,3709.84,18,927.46,4,3,0.0,0.0,0.05,0.0029585798816568,2020-12-24,2024-09-05,1352,2,365.0,0.32,0.3151,87.05,VIP Loyalty Care
CUST035331,543,4,2357.54,11,589.385,4,3,0.0,0.0,0.1125,0.0035492457852706,2020-06-04,2023-07-05,1127,2,365.0,1.49,1.0,76.02,VIP Winback Alert
CUST035332,1028,1,363.43,5,363.43,1,1,0.0,0.0,0.15,1.0,2022-03-07,2022-03-07,1,0,90.0,11.42,1.0,13.11,Reactivation Offer
CUST035333,149,3,1097.25,8,365.75,3,2,0.0,0.0,0.0333333333333333,0.0025575447570332,2021-05-18,2024-08-02,1173,1,365.0,0.41,0.4082,58.42,Cross-sell Campaign
CUST035334,987,2,5534.41,9,2767.205,2,2,0.0,0.0,0.0,0.0031496062992125,2020-07-22,2022-04-17,635,1,365.0,2.7,1.0,69.1,Re-engagement Push
CUST035335,1173,1,570.73,1,570.73,1,1,0.0,0.0,0.0,1.0,2021-10-13,2021-10-13,1,0,90.0,13.03,1.0,15.84,Reactivation Offer
CUST035336,491,4,3874.09,12,968.5225,4,2,0.0,0.0,0.0875,0.003125,2020-02-24,2023-08-26,1280,2,365.0,1.35,1.0,87.03,VIP Winback Alert
CUST035337,867,2,2623.53,7,1311.765,2,1,0.0,0.0,0.125,0.0026490066225165,2020-07-22,2022-08-15,755,1,365.0,2.38,1.0,59.38,Re-engagement Push
CUST035338,1343,1,1672.94,4,1672.94,1,1,0.0,0.0,0.15,1.0,2021-04-26,2021-04-26,1,0,90.0,14.92,1.0,28.05,Reactivation Offer
CUST035339,732,4,5796.09,18,1449.0225,4,3,0.0,0.0,0.075,0.0040983606557377,2020-04-27,2022-12-28,976,2,325.3,2.25,1.0,87.91,VIP Winback Alert
CUST035340,692,2,876.75,2,438.375,2,1,0.0,0.0,0.125,0.0057471264367816,2022-02-24,2023-02-06,348,0,348.0,1.99,1.0,37.56,Reactivation Offer
CUST035341,854,2,830.3000000000001,3,415.15,2,2,0.0,0.0,0.05,0.0025188916876574,2020-06-26,2022-08-28,794,1,365.0,2.34,1.0,41.89,Re-engagement Push
CUST035342,813,1,1337.26,3,1337.26,1,1,0.0,0.0,0.15,1.0,2022-10-08,2022-10-08,1,0,90.0,9.03,1.0,24.55,Reactivation Offer
CUST035343,777,1,958.13,5,958.13,1,1,0.0,0.0,0.3,1.0,2022-11-13,2022-11-13,1,0,90.0,8.63,1.0,20.31,Reactivation Offer
CUST035344,418,2,208.39,6,104.195,2,2,0.0,0.0,0.1,0.0021551724137931,2021-04-24,2023-11-07,928,1,365.0,1.15,1.0,35.88,Re-engagement Push
CUST035345,118,3,3588.63,11,1196.21,3,2,0.3333333333333333,0.0,0.0499999999999999,0.0018393623543838,2020-03-17,2024-09-02,1631,1,365.0,0.32,0.3233,83.23,Cross-sell Campaign
CUST035346,868,1,138.98,3,138.98,1,1,0.0,0.0,0.1,1.0,2022-08-14,2022-08-14,1,0,90.0,9.64,1.0,10.59,Reactivation Offer
CUST035347,330,3,3232.95,7,1077.65,3,2,0.0,0.0,0.0333333333333333,0.0023942537909018,2020-08-30,2024-02-03,1253,1,365.0,0.9,0.9041,78.21,Re-engagement Push
CUST035348,832,1,296.91,2,296.91,1,1,0.0,0.0,0.2,1.0,2022-09-19,2022-09-19,1,0,90.0,9.24,1.0,12.35,Reactivation Offer
CUST035349,619,2,295.98,7,147.99,2,2,0.0,0.5,0.275,0.0018796992481203,2020-05-22,2023-04-20,1064,3,365.0,1.7,1.0,38.45,Friction Resolution
CUST035350,1028,1,706.7,2,706.7,1,1,0.0,0.0,0.1,1.0,2022-03-07,2022-03-07,1,0,90.0,11.42,1.0,17.46,Reactivation Offer
CUST035351,505,1,614.44,5,614.44,1,1,0.0,0.0,0.1,1.0,2023-08-12,2023-08-12,1,0,90.0,5.61,1.0,16.35,Reactivation Offer
CUST035352,104,2,1395.91,8,697.955,2,2,0.0,0.0,0.15,0.0016313213703099,2021-05-10,2024-09-16,1226,1,365.0,0.28,0.2849,53.14,Cross-sell Campaign
CUST035353,381,2,1854.31,5,927.155,2,2,0.0,0.0,0.175,0.002820874471086,2022-01-05,2023-12-14,709,1,365.0,1.04,1.0,51.94,Re-engagement Push
CUST035354,1315,2,1605.11,7,802.555,2,2,0.0,0.0,0.025,0.0050125313283208,2020-04-21,2021-05-24,399,0,365.0,3.6,1.0,46.0,Reactivation Offer
CUST035356,104,5,5754.62,16,1150.924,5,4,0.0,0.2,0.04,0.0033738191632928,2020-08-27,2024-09-16,1482,2,365.0,0.28,0.2849,95.8,VIP Loyalty Care
CUST035357,976,2,2596.92,6,1298.46,2,2,0.0,0.0,0.05,0.0108695652173913,2021-10-27,2022-04-28,184,1,184.0,5.3,1.0,53.1,Re-engagement Push
CUST035358,62,2,973.11,5,486.555,2,2,0.0,0.0,0.075,0.0019782393669634,2022-01-22,2024-10-28,1011,1,365.0,0.17,0.1699,45.98,Cross-sell Campaign
CUST035359,169,2,560.45,2,280.225,2,1,0.0,0.0,0.075,0.0013651877133105,2020-07-10,2024-07-13,1465,1,365.0,0.46,0.463,46.0,Cross-sell Campaign
CUST035361,1277,1,1421.64,5,1421.64,1,1,0.0,0.0,0.15,1.0,2021-07-01,2021-07-01,1,0,90.0,14.19,1.0,25.48,Reactivation Offer
CUST035363,289,2,3303.53,8,1651.765,2,2,0.0,0.0,0.125,0.0036630036630036,2022-09-17,2024-03-15,546,1,365.0,0.79,0.7918,61.48,Re-engagement Push
CUST035364,711,3,4506.549999999999,9,1502.1833333333332,3,2,0.3333333333333333,0.0,0.05,0.003875968992248,2020-12-06,2023-01-18,774,1,365.0,1.95,1.0,77.82,Re-engagement Push
CUST035365,887,3,1976.43,10,658.8100000000001,3,2,0.0,0.0,0.0833333333333333,0.0041208791208791,2020-07-29,2022-07-26,728,1,364.0,2.44,1.0,62.47,Re-engagement Push
CUST035366,395,1,65.69,3,65.69,1,1,0.0,0.0,0.0,1.0,2023-11-30,2023-11-30,1,0,90.0,4.39,1.0,9.87,Reactivation Offer
CUST035367,635,2,2572.6800000000003,7,1286.34,2,2,0.0,0.0,0.05,0.0020768431983385,2020-08-15,2023-04-04,963,1,365.0,1.74,1.0,61.28,Re-engagement Push
CUST035368,121,2,2694.8700000000003,6,1347.4350000000002,2,1,0.0,0.0,0.05,0.0045045045045045,2023-06-14,2024-08-30,444,1,365.0,0.33,0.3315,56.46,Cross-sell Campaign
CUST035369,727,2,2365.26,6,1182.63,2,2,0.0,0.0,0.05,0.0046620046620046,2021-10-31,2023-01-02,429,1,365.0,1.99,1.0,53.59,Re-engagement Push
CUST035370,73,3,1096.85,7,365.6166666666666,3,3,0.0,0.0,0.0666666666666666,0.0039370078740157,2022-09-17,2024-10-17,762,1,365.0,0.2,0.2,53.7,Cross-sell Campaign
CUST035371,99,3,719.41,5,239.8033333333333,3,3,0.0,0.0,0.0166666666666666,0.0023492560689115,2021-03-25,2024-09-21,1277,1,365.0,0.27,0.2712,55.22,Cross-sell Campaign
CUST035372,688,3,1024.82,8,341.6066666666666,3,2,0.0,0.3333333333333333,0.0166666666666666,0.0046153846153846,2021-05-02,2023-02-10,650,1,325.0,2.12,1.0,51.57,Re-engagement Push
CUST035373,1574,1,1711.54,5,1711.54,1,1,0.0,0.0,0.0,1.0,2020-09-07,2020-09-07,1,0,90.0,17.49,1.0,28.46,Reactivation Offer
CUST035374,1000,2,1615.29,7,807.645,2,2,0.0,0.0,0.0,0.003883495145631,2020-11-06,2022-04-04,515,1,365.0,2.74,1.0,47.35,Re-engagement Push
CUST035375,277,4,3925.79,13,981.4475,3,3,0.0,0.25,0.0375,0.0043907793633369,2021-09-29,2024-03-27,911,2,303.7,0.91,0.7589,83.01,VIP Winback Alert
CUST035376,4,3,2275.89,5,758.63,3,3,0.0,0.0,0.0,0.0021443888491779,2021-02-26,2024-12-25,1399,1,365.0,0.01,0.011,72.66,Cross-sell Campaign
CUST035377,1174,2,1692.6799999999998,7,846.3399999999999,2,2,0.0,0.0,0.15,0.0040567951318458,2020-06-07,2021-10-12,493,1,365.0,3.22,1.0,47.95,Re-engagement Push
CUST035378,505,1,1212.28,3,1212.28,1,1,0.0,0.0,0.2,1.0,2023-08-12,2023-08-12,1,0,90.0,5.61,1.0,23.2,Reactivation Offer
CUST035379,305,1,1606.1,3,1606.1,1,1,0.0,0.0,0.0,1.0,2024-02-28,2024-02-28,1,0,90.0,3.39,0.8356,27.35,Reactivation Offer
CUST035380,440,3,1918.67,7,639.5566666666667,3,3,0.3333333333333333,0.0,0.1333333333333333,0.0036144578313253,2021-07-09,2023-10-16,830,1,365.0,1.21,1.0,63.04,Re-engagement Push
CUST035381,1164,3,4771.15,12,1590.3833333333332,3,3,0.3333333333333333,0.0,0.0999999999999999,0.0137614678899082,2021-03-19,2021-10-22,218,2,109.0,10.68,1.0,72.56,VIP Winback Alert
CUST035382,12,4,2335.28,15,583.8199999999999,4,4,0.25,0.0,0.025,0.0036934441366574,2021-12-31,2024-12-17,1083,2,361.0,0.03,0.0329,75.28,VIP Loyalty Care
CUST035383,119,5,5796.28,12,1159.256,5,3,0.2,0.0,0.11,0.0037091988130563,2020-12-24,2024-09-01,1348,2,337.0,0.35,0.326,94.62,VIP Loyalty Care
CUST035385,372,1,610.45,2,610.45,1,1,0.0,1.0,0.15,1.0,2023-12-23,2023-12-23,1,3,90.0,4.13,1.0,16.31,Friction Resolution
CUST035386,379,2,2798.94,6,1399.4699999999998,2,2,0.0,0.5,0.075,0.0020304568527918,2021-04-06,2023-12-16,985,3,365.0,1.04,1.0,63.27,Friction Resolution
CUST035387,1124,1,696.64,5,696.64,1,1,0.0,0.0,0.0,1.0,2021-12-01,2021-12-01,1,0,90.0,12.49,1.0,17.35,Reactivation Offer
CUST035388,1181,3,1198.44,4,399.48,3,1,0.0,0.0,0.0333333333333333,0.0067567567567567,2020-07-19,2021-10-05,444,0,222.0,5.32,1.0,51.29,Reactivation Offer
CUST035389,1696,1,68.24,5,68.24,1,1,0.0,0.0,0.1,1.0,2020-05-08,2020-05-08,1,0,90.0,18.84,1.0,9.89,Reactivation Offer
CUST035390,667,4,3473.25,14,868.3125,4,3,0.0,0.0,0.0625,0.0037105751391465,2020-03-21,2023-03-03,1078,2,359.3,1.86,1.0,82.99,VIP Winback Alert
CUST035392,566,4,2583.93,9,645.9825,4,4,0.0,0.0,0.025,0.0033812341504649,2020-03-17,2023-06-12,1183,2,365.0,1.55,1.0,78.56,VIP Winback Alert
CUST035393,1400,3,3369.1800000000003,8,1123.0600000000002,3,2,0.0,0.0,0.05,0.0101010101010101,2020-05-08,2021-02-28,297,1,148.5,9.43,1.0,68.33,Re-engagement Push
CUST035394,287,2,1916.37,7,958.185,2,2,0.0,0.0,0.175,0.0015822784810126,2020-10-01,2024-03-17,1264,1,365.0,0.79,0.7863,58.87,Re-engagement Push
CUST035395,193,5,7420.28,20,1484.056,5,3,0.0,0.0,0.03,0.0031725888324873,2020-02-26,2024-06-19,1576,2,365.0,0.53,0.5288,97.46,VIP Winback Alert
CUST035396,562,3,1873.18,7,624.3933333333333,3,3,0.0,0.0,0.1666666666666666,0.0070093457943925,2022-04-15,2023-06-16,428,1,214.0,2.63,1.0,58.17,Re-engagement Push
CUST035397,1054,1,1369.33,4,1369.33,1,1,0.0,0.0,0.05,1.0,2022-02-09,2022-02-09,1,0,90.0,11.71,1.0,24.91,Reactivation Offer
CUST035398,1094,2,702.2,8,351.1,2,1,0.0,0.0,0.025,0.0035273368606701,2020-06-13,2021-12-31,567,0,365.0,3.0,1.0,37.85,Reactivation Offer
CUST035399,735,2,2341.58,6,1170.79,2,1,0.0,0.0,0.0,0.0029455081001472,2021-02-15,2022-12-25,679,1,365.0,2.01,1.0,56.12,Re-engagement Push
CUST035400,80,4,3360.25,15,840.0625,4,4,0.0,0.0,0.075,0.0115942028985507,2023-11-01,2024-10-10,345,2,115.0,0.7,0.2192,74.28,VIP Loyalty Care
CUST035401,343,4,1598.67,6,399.6675,4,3,0.0,0.0,0.05,0.0027835768963117,2020-02-15,2024-01-21,1437,1,365.0,0.94,0.9397,71.96,Re-engagement Push
CUST035402,230,1,671.31,3,671.31,1,1,0.0,0.0,0.2,1.0,2024-05-13,2024-05-13,1,0,90.0,2.56,0.6301,17.07,Reactivation Offer
CUST035403,1646,1,1362.24,5,1362.24,1,1,0.0,0.0,0.1,1.0,2020-06-27,2020-06-27,1,0,90.0,18.29,1.0,24.82,Reactivation Offer
CUST035404,1166,1,627.32,5,627.32,1,1,0.0,1.0,0.15,1.0,2021-10-20,2021-10-20,1,3,90.0,12.96,1.0,16.51,Friction Resolution
CUST035405,192,5,3396.28,15,679.256,5,2,0.0,0.0,0.1,0.0034602076124567,2020-07-07,2024-06-20,1445,2,361.2,0.53,0.526,89.05,VIP Winback Alert
CUST035406,1331,1,1756.46,3,1756.46,1,1,0.0,1.0,0.05,1.0,2021-05-08,2021-05-08,1,3,90.0,14.79,1.0,28.93,Friction Resolution
CUST035407,566,3,2551.25,6,850.4166666666666,3,3,0.0,0.0,0.0166666666666666,0.0030518819938962,2020-10-03,2023-06-12,983,1,365.0,1.55,1.0,70.46,Re-engagement Push
CUST035409,699,1,1385.85,4,1385.85,1,1,0.0,0.0,0.05,1.0,2023-01-30,2023-01-30,1,0,90.0,7.77,1.0,25.07,Reactivation Offer
CUST035410,431,1,2656.61,5,2656.61,1,1,0.0,0.0,0.0,1.0,2023-10-25,2023-10-25,1,0,90.0,4.79,1.0,37.04,Reactivation Offer
CUST035411,143,3,4811.47,12,1603.8233333333335,3,3,0.0,0.0,0.1333333333333333,0.0028011204481792,2021-09-03,2024-08-08,1071,2,365.0,0.39,0.3918,81.94,VIP Loyalty Care
CUST035412,237,1,978.29,3,978.29,1,1,0.0,0.0,0.05,1.0,2024-05-06,2024-05-06,1,0,90.0,2.63,0.6493,20.55,Reactivation Offer
CUST035413,709,1,136.85,1,136.85,1,1,0.0,0.0,0.0,1.0,2023-01-20,2023-01-20,1,0,90.0,7.88,1.0,10.56,Reactivation Offer
CUST035414,373,2,2844.0,7,1422.0,1,2,0.0,0.0,0.1,0.0087719298245614,2023-05-09,2023-12-22,228,1,228.0,1.64,1.0,55.4,Re-engagement Push
CUST035415,558,1,1323.49,3,1323.49,1,1,0.0,0.0,0.0,1.0,2023-06-20,2023-06-20,1,0,90.0,6.2,1.0,24.41,Reactivation Offer
CUST035416,179,6,6749.42,20,1124.9033333333334,5,4,0.0,0.0,0.0499999999999999,0.0038289725590299,2020-03-20,2024-07-03,1567,2,313.4,0.57,0.4904,98.1,VIP Loyalty Care
CUST035417,1053,3,3336.44,11,1112.1466666666668,3,3,0.0,0.0,0.0499999999999999,0.005736137667304,2020-09-06,2022-02-10,523,1,261.5,4.03,1.0,70.51,Re-engagement Push
CUST035418,488,1,2565.33,5,2565.33,1,1,0.0,0.0,0.0,1.0,2023-08-29,2023-08-29,1,0,90.0,5.42,1.0,36.29,Reactivation Offer
CUST035420,723,5,3365.12,11,673.024,5,3,0.0,0.0,0.09,0.0046210720887245,2020-01-21,2023-01-06,1082,2,270.5,2.67,1.0,85.07,VIP Winback Alert
CUST035421,789,2,1880.01,6,940.005,2,2,0.0,0.5,0.025,0.0034602076124567,2021-04-03,2022-11-01,578,3,365.0,2.16,1.0,50.72,Friction Resolution
CUST035422,741,3,2362.34,8,787.4466666666666,3,3,0.0,0.0,0.1166666666666666,0.0033482142857142,2020-07-07,2022-12-19,896,1,365.0,2.03,1.0,67.85,Re-engagement Push
CUST035424,534,3,1405.06,6,468.3533333333333,3,3,0.0,0.0,0.1166666666666666,0.0045662100456621,2021-09-26,2023-07-14,657,1,328.5,1.63,1.0,55.85,Re-engagement Push
CUST035425,1364,2,1287.3200000000002,5,643.6600000000001,2,2,0.0,0.5,0.05,0.0136054421768707,2020-11-10,2021-04-05,147,3,147.0,9.28,1.0,40.19,Friction Resolution
CUST035426,473,2,2645.29,6,1322.645,2,2,0.0,0.0,0.1,0.0064935064935064,2022-11-10,2023-09-13,308,1,308.0,1.54,1.0,54.71,Re-engagement Push
CUST035427,577,2,2507.92,7,1253.96,2,2,0.0,0.5,0.075,0.0035026269702276,2021-11-08,2023-06-01,571,3,365.0,1.58,1.0,56.31,Friction Resolution
CUST035428,1419,2,1814.4700000000005,5,907.235,2,2,0.0,0.0,0.0,0.0061349693251533,2020-03-21,2021-02-09,326,0,326.0,4.35,1.0,47.43,Reactivation Offer
CUST035429,170,1,1796.62,5,1796.62,1,1,0.0,0.0,0.05,1.0,2024-07-12,2024-07-12,1,0,90.0,1.89,0.4658,29.32,Reactivation Offer
CUST035430,8,5,4539.18,16,907.836,5,4,0.2,0.0,0.08,0.0028555111364934,2020-03-07,2024-12-21,1751,2,365.0,0.02,0.0219,95.16,VIP Loyalty Care
CUST035431,531,1,1529.21,5,1529.21,1,1,0.0,0.0,0.2,1.0,2023-07-17,2023-07-17,1,0,90.0,5.9,1.0,26.57,Reactivation Offer
CUST035432,938,1,52.92,4,52.92,1,1,1.0,0.0,0.0,1.0,2022-06-05,2022-06-05,1,0,90.0,10.42,1.0,9.76,Reactivation Offer
CUST035433,20,2,1566.98,3,783.49,2,2,0.0,0.0,0.075,0.0057803468208092,2023-12-30,2024-12-09,346,1,346.0,0.06,0.0548,45.07,Cross-sell Campaign
CUST035434,77,6,4043.31,14,673.885,6,3,0.0,0.1666666666666666,0.075,0.0039682539682539,2020-08-24,2024-10-13,1512,2,302.4,0.25,0.211,93.33,VIP Loyalty Care
CUST035435,579,4,1505.21,12,376.3025,4,3,0.25,0.0,0.0875,0.0034100596760443,2020-03-14,2023-05-30,1173,2,365.0,1.59,1.0,68.34,VIP Winback Alert
CUST035436,19,1,2699.3,5,2699.3,1,1,0.0,0.0,0.0,1.0,2024-12-10,2024-12-10,1,0,90.0,0.21,0.0521,37.35,Reactivation Offer
CUST035437,25,1,248.77,3,248.77,1,1,0.0,0.0,0.15,1.0,2024-12-04,2024-12-04,1,0,90.0,0.28,0.0685,11.8,Reactivation Offer
CUST035439,93,3,3244.17,10,1081.39,3,3,0.0,0.0,0.0499999999999999,0.0026200873362445,2021-08-10,2024-09-27,1145,1,365.0,0.25,0.2548,77.07,Cross-sell Campaign
CUST035440,838,2,989.14,6,494.57,2,1,0.0,0.0,0.0,0.0273972602739726,2022-07-03,2022-09-13,73,0,73.0,11.48,1.0,36.17,Reactivation Offer
CUST035441,630,1,1377.99,3,1377.99,1,1,0.0,0.0,0.0,1.0,2023-04-09,2023-04-09,1,0,90.0,7.0,1.0,24.98,Reactivation Offer
CUST035442,976,2,2925.48,7,1462.74,2,1,0.0,0.0,0.05,0.0072992700729927,2021-07-29,2022-04-28,274,0,274.0,3.56,1.0,56.37,Reactivation Offer
CUST035444,1370,1,406.26,1,406.26,1,1,0.0,0.0,0.05,1.0,2021-03-30,2021-03-30,1,0,90.0,15.22,1.0,13.65,Reactivation Offer
CUST035445,558,2,1699.34,6,849.6700000000001,2,2,0.0,0.0,0.15,0.0017482517482517,2020-05-03,2023-06-20,1144,1,365.0,1.53,1.0,55.37,Re-engagement Push
CUST035446,1541,1,502.68,5,502.68,1,1,0.0,0.0,0.2,1.0,2020-10-10,2020-10-10,1,0,90.0,17.12,1.0,14.94,Reactivation Offer
CUST035447,271,1,2454.07,4,2454.07,1,1,0.0,0.0,0.0,1.0,2024-04-02,2024-04-02,1,0,90.0,3.01,0.7425,35.35,Reactivation Offer
CUST035448,73,3,4895.22,9,1631.74,2,3,0.3333333333333333,0.0,0.0333333333333333,0.003440366972477,2022-05-30,2024-10-17,872,1,365.0,0.2,0.2,79.81,Cross-sell Campaign
CUST035449,264,2,2754.4700000000003,7,1377.235,2,1,0.0,0.0,0.1,0.0017559262510974,2021-02-26,2024-04-09,1139,1,365.0,0.72,0.7233,64.72,Re-engagement Push
CUST035451,492,2,548.6,2,274.3,2,2,0.0,0.0,0.075,0.0015974440894568,2020-03-22,2023-08-25,1252,1,365.0,1.35,1.0,43.78,Re-engagement Push
CUST035453,301,5,6168.76,17,1233.752,5,3,0.0,0.0,0.03,0.0033112582781456,2020-01-15,2024-03-03,1510,2,365.0,0.82,0.8247,96.39,VIP Winback Alert
CUST035454,1397,1,1611.97,4,1611.97,1,1,0.0,0.0,0.1,1.0,2021-03-03,2021-03-03,1,0,90.0,15.52,1.0,27.41,Reactivation Offer
CUST035455,510,2,3203.9700000000003,6,1601.985,2,2,0.0,0.0,0.075,0.004524886877828,2022-05-23,2023-08-07,442,1,365.0,1.4,1.0,59.8,Re-engagement Push
CUST035456,556,2,2076.83,6,1038.415,2,2,0.0,0.0,0.175,0.0032154340836012,2021-10-09,2023-06-22,622,1,365.0,1.52,1.0,53.1,Re-engagement Push
CUST035457,46,3,1030.33,11,343.4433333333333,3,3,0.0,0.0,0.15,0.0025252525252525,2021-08-14,2024-11-13,1188,1,365.0,0.13,0.126,57.8,Cross-sell Campaign
CUST035458,234,3,2507.84,10,835.9466666666667,3,2,0.0,0.0,0.0833333333333333,0.006,2022-12-27,2024-05-09,500,1,250.0,0.94,0.6411,64.68,Re-engagement Push
CUST035459,96,2,2268.8,8,1134.4,2,2,0.0,0.0,0.0,0.0015360983102918,2021-03-03,2024-09-24,1302,1,365.0,0.26,0.263,62.54,Cross-sell Campaign
CUST035460,1,5,4464.43,22,892.8860000000001,5,3,0.2,0.0,0.05,0.0049603174603174,2022-03-27,2024-12-28,1008,2,252.0,0.0,0.0027,88.47,VIP Loyalty Care
CUST035461,797,1,1107.07,4,1107.07,1,1,0.0,0.0,0.15,1.0,2022-10-24,2022-10-24,1,0,90.0,8.86,1.0,22.05,Reactivation Offer
CUST035462,44,2,1375.86,4,687.93,2,2,0.0,0.0,0.075,0.0013908205841446,2020-12-09,2024-11-15,1438,1,365.0,0.12,0.1205,55.04,Cross-sell Campaign
CUST035463,1611,1,1884.52,4,1884.52,1,1,0.0,0.0,0.0,1.0,2020-08-01,2020-08-01,1,0,90.0,17.9,1.0,30.2,Reactivation Offer
